id(時間割コード),classId(何かに使うかもしれない通し番号),name,teacher,credit,style,url,termperiod
22G19,20210427,Literary Reading II,Jonathan D. Picken / 米須　初美,3,オンライン,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G20,20210428,Grammar II (英),阪口　美津子,3,オンライン,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G21,20210429,３年セミナー,阿部　曜子,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G22,20210430,Academic Writing & Presentation III,Terry Keith Fieldsend,3,オンライン,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G23,20210431,４年セミナー,阿部　曜子,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G24,20210432,４年セミナー,中村　雅子,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G25,20210433,卒論指導,星野　徳子,3,オンライン,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G26,20210434,日本語教授法,古川　敦子,3,オンライン,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G27,20210435,日本語文法概論,庵　功雄,3,オンライン,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G28,20210436,１年セミナー,網谷　龍介,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G29,20210437,１年セミナー,Sookyeong Hong,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G30,20210438,１年セミナー,葛西　弘隆,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G31,20210439,１年セミナー,光成　歩,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G32,20210440,１年セミナー,森　悠子,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G33,20210441,１年セミナー,西川　賢,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G34,20210442,１年セミナー,柴田　邦臣,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G35,20210443,１年セミナー,武田　万里子,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G36,20210444,１年セミナー,吉岡　潤,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G37,20210445,３年セミナー,渡邊　あや,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G38,20210446,４年セミナー,下谷内　奈緒,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G39,20210447,言語教育方法論 B,古川　敦子,3,オンライン,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G40,20210448,数学科指導法 II,野町　直史,3,オンライン,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G41,20210449,複素解析学(演習付),中屋敷　厚,6,オンライン,Coming Soon…,T1Tue2/T3Tue2/T4Tue2/T1Thu2/T3Thu2/T4Thu2
22G42,20210450,１年基礎セミナー,木村　真希子,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G43,20210451,１年基礎セミナー,丸山　淳子,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G44,20210452,１年基礎セミナー,三澤　健宏,3,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G45,20210453,スペイン語 III (演習),Ines Planas Navarro,3,オンライン,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22N01,20210454,情報処理II b,菅沼　睦,1,オンライン(未確定),Coming Soon…,T3Tue2
22N02,20210455,Extensive Reading I (英),菅原　供子,1,オンライン(未確定),Coming Soon…,T3Tue2
22N03,20210456,Intensive Reading I a (英),梅垣　代枝野,1,オンライン(未確定),Coming Soon…,T3Tue2
22N04,20210457,Intensive Reading I a (英),山本　三穂,1,オンライン(未確定),Coming Soon…,T3Tue2
22N05,20210458,スペイン語 III (演習) (3),Ines Planas Navarro,1,オンライン(未確定),Coming Soon…,T3Tue2
22N06,20210459,日本語指導 Aa (3),関　麻由美,1,オンライン(未確定),Coming Soon…,T3Tue2
22N07,20210460,余暇教育(レク活動とグループワーク),Maja Sori Doval,0.5,オンライン(未確定),Coming Soon…,T3Tue2
22N08,20210461,言語思想論(3),多賀　吉隆,1,オンライン(未確定),Coming Soon…,T3Tue2
22N09,20210462,東アジア研究(北朝鮮特論),朴　正鎮,1,オンライン(未確定),Coming Soon…,T3Tue2
22N10,20210463,東アジア研究(現代中国特論),吉見　崇,1,オンライン(未確定),Coming Soon…,T3Tue2
22N11,20210464,コンテンツデザイン,永嶋　さゆり,1,オンライン(未確定),Coming Soon…,T3Tue2
22N12,20210465,Cultural Representation in Media,Alexandra Hambleton,1,オンライン(未確定),Coming Soon…,T3Tue2
22N13,20210466,３年セミナー (3),松山　章子,1,オンライン(未確定),Coming Soon…,T3Tue2
22N14,20210467,３年セミナー (3),川端　浩平,1,オンライン(未確定),Coming Soon…,T3Tue2
22N15,20210468,食と環境,八塚　春名,1,オンライン(未確定),Coming Soon…,T3Tue2
22N21,20210469,家族社会学,鷹田　佳典,1,オンライン(未確定),Coming Soon…,T3Tue2
22P01,20210470,文学批評,大田　信良,2,オンライン(未確定),Coming Soon…,T3Tue2/T4Tue2
22P02,20210471,社会科・地理歴史科指導法 I,小原　淳,2,オンライン(未確定),Coming Soon…,T3Tue2/T4Tue2
22P03,20210472,位相入門(演習付),井上　歩,4,オンライン(未確定),Coming Soon…,T3Tue2/T4Tue2/T3Thu2/T4Thu2
22R01,20210473,情報処理II c,菅沼　睦,1,オンライン(未確定),Coming Soon…,T4Tue2
22R02,20210474,Intensive Reading I b (英),梅垣　代枝野,1,オンライン(未確定),Coming Soon…,T4Tue2
22R03,20210475,Intensive Reading I b (英),菅原　供子,1,オンライン(未確定),Coming Soon…,T4Tue2
22R04,20210476,Intensive Reading I b (英),山本　三穂,1,オンライン(未確定),Coming Soon…,T4Tue2
22R05,20210477,スペイン語 III (演習) (4),Ines Planas Navarro,1,オンライン(未確定),Coming Soon…,T4Tue2
22R06,20210478,日本語指導 Aa (4),関　麻由美,1,オンライン(未確定),Coming Soon…,T4Tue2
22R07,20210479,余暇教育(スポーツと身体スキル),Maja Sori Doval,0.5,オンライン(未確定),Coming Soon…,T4Tue2
22R08,20210480,言語思想論(4),多賀　吉隆,1,オンライン(未確定),Coming Soon…,T4Tue2
22R09,20210481,東アジア研究(朝鮮半島の国際政治),朴　正鎮,1,オンライン(未確定),Coming Soon…,T4Tue2
22R10,20210482,東アジア研究(現代中国経済論),吉見　崇,1,オンライン(未確定),Coming Soon…,T4Tue2
22R11,20210483,コンピュータグラフィックス a,新田　善久,1,オンライン(未確定),Coming Soon…,T4Tue2
22R12,20210484,３年セミナー (4),松山　章子,1,オンライン(未確定),Coming Soon…,T4Tue2
22R13,20210485,３年セミナー (4),川端　浩平,1,オンライン(未確定),Coming Soon…,T4Tue2
23A01,20210486,キリスト教概論(1),中西　恭子,1,オンライン,Coming Soon…,T1Tue3
23A02,20210487,日本文学(古典文学)(1),木村　朗子,1,オンライン,Coming Soon…,T1Tue3
23A03,20210488,余暇教育(スポーツと身体スキル),Maja Sori Doval,0.5,ハイブリッド,Coming Soon…,T1Tue3
23A04,20210489,English III (Lecture)(1),タック川崎　レスリー,1,オンライン,Coming Soon…,T1Tue3
23A05,20210490,国際経営論(1),木村　有里,1,オンライン,Coming Soon…,T1Tue3
23A06,20210491,日本研究(日本と台湾の近現代関係史),岡本　真希子,1,オンライン,Coming Soon…,T1Tue3
23A07,20210492,日本研究(古典文学)(1),木村　朗子,1,オンライン,Coming Soon…,T1Tue3
23A08,20210493,Oral English III (1),Terry Keith Fieldsend,1,オンライン,Coming Soon…,T1Tue3
23A09,20210494,インターラクティブシステム,栗原　一貴,1,オンライン,Coming Soon…,T1Tue3
23A10,20210495,アルゴリズム c (演習付),新田　善久,2,オンライン,Coming Soon…,T1Tue3/T1Tue4
23A11,20210496,国際人口論(1),三澤　健宏,1,オンライン,Coming Soon…,T1Tue3
23A12,20210497,代数学基礎(演習付),松野　一夫・前田　多恵,2,オンライン,Coming Soon…,T1Tue3/T1Fri3
23A13,20210498,３年セミナー (1),木村　真希子,1,ハイブリッド,Coming Soon…,T1Tue3
23A14,20210499,３年セミナー (1),丸山　淳子,1,ハイブリッド,Coming Soon…,T1Tue3
23A15,20210500,医療人類学,松山　章子,1,オンライン,Coming Soon…,T1Tue3
23C01,20210501,日英語の比較,井川　壽子,2,オンライン,Coming Soon…,T1Tue3/T3Tue3
23C02,20210502,対照言語学 1,井川　壽子,2,オンライン,Coming Soon…,T1Tue3/T3Tue3
23G01,20210503,フランス語 I (文法) D (国・多),稲村　真実,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G02,20210504,フランス語 I (文法) G (国・多),坂井　由加里,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G03,20210505,フランス語 II (講読) F (国・多),市川　裕史,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G04,20210506,ドイツ語 I (文法) A (英),松鵜　功記,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G05,20210507,ドイツ語 II (演習) a (英),久保山　亮,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G06,20210508,中国語 I (文法) A (英),上西　啓,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G07,20210509,中国語 II (演習) g (国・多),姚　毅,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G08,20210510,ロシア語 II (講読),松嵜　英也,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G09,20210511,スペイン語 I (演習) g (国・多),政岡　潔子,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G10,20210512,スペイン語 II (講読) E (国・多),中井　博康,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G11,20210513,韓国・朝鮮語 II (演習) c (英),稲毛　恵,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G12,20210514,基礎セミナー,中西　雅之,3,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G13,20210515,基礎セミナー,菅　靖子,3,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G14,20210516,基礎セミナー,阿部　曜子,3,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G15,20210517,基礎セミナー,相木　裕史,3,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G16,20210518,基礎セミナー,Alexandra Hambleton,3,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G17,20210519,Literary Reading I,菅原　供子,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G18,20210520,Literary Reading I,米須　初美,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G19,20210521,Literary Reading I,梅垣　代枝野,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G20,20210522,Academic Listening II,Annette Karseras,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G21,20210523,３年セミナー,稲垣　善律,3,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G22,20210524,３年セミナー,Jonathan D. Picken,3,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G23,20210525,３年セミナー,John William Cheng,3,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G24,20210526,Academic Writing & Presentation III,Elizabeth I. Dow,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G25,20210527,アメリカ文学史,池野　みさお,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G26,20210528,音声学,広実　義人,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G27,20210529,日本語教材・教具論,古川　敦子,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G28,20210530,３年セミナー,下谷内　奈緒,3,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G29,20210531,３年セミナー,西川　賢,3,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G30,20210532,３年セミナー,光成　歩,3,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G31,20210533,４年セミナー,井上　則子,3,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G32,20210534,English III (Practice),Chris Burgess,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G33,20210535,言語教育方法論 A,豊嶋　朗子,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G34,20210536,言語教材開発論 B,古川　敦子,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G35,20210537,４年セミナー,小西　由紀子,6,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3/T1Tue4/T3Tue4/T4Tue4
23G36,20210538,４年セミナー,中屋敷　厚,6,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3/T1Tue4/T3Tue4/T4Tue4
23G37,20210539,４年セミナー / プロジェクト,中野　美由紀,5,ハイブリッド,Coming Soon…,T1Tue3/T3Tue4/T3Tue5/T4Tue3/T4Tue4
23G38,20210540,MI４年セミナー,北村　文,3,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G39,20210541,英語科指導法 I,豊嶋　朗子,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G40,20210542,数学科指導法 II,野町　直史,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23G41,20210543,フランス語 III (演習) (1)(3)(4),Nicolas Blanchard,3,オンライン,Coming Soon…,T1Tue3/T3Tue3/T4Tue3
23N01,20210544,キリスト教概論(3),中西　恭子,1,オンライン(未確定),Coming Soon…,T3Tue3
23N02,20210545,日本文学(古典文学)(3),木村　朗子,1,オンライン(未確定),Coming Soon…,T3Tue3
23N03,20210546,余暇教育(スポーツと身体スキル),Maja Sori Doval,0.5,オンライン(未確定),Coming Soon…,T3Tue3
23N04,20210547,English III (Lecture)(3),タック川崎　レスリー,1,オンライン(未確定),Coming Soon…,T3Tue3
23N05,20210548,国際経営論(3),木村　有里,1,オンライン(未確定),Coming Soon…,T3Tue3
23N06,20210549,日本研究(日本と朝鮮半島の近現代関係史),岡本　真希子,1,オンライン(未確定),Coming Soon…,T3Tue3
23N07,20210550,日本研究(古典文学)(3),木村　朗子,1,オンライン(未確定),Coming Soon…,T3Tue3
23N08,20210551,Oral English III (3),Terry Keith Fieldsend,1,オンライン(未確定),Coming Soon…,T3Tue3
23N09,20210552,アルゴリズム a (演習付),新田　善久,2,オンライン(未確定),Coming Soon…,T3Tue3/T3Tue4
23N10,20210553,マルチメディア(演習付),杉村　大輔,2,オンライン(未確定),Coming Soon…,T3Tue3/T3Tue4
23N11,20210554,国際人口論(3),三澤　健宏,1,オンライン(未確定),Coming Soon…,T3Tue3
23N12,20210555,データリテラシー b,中野　美由紀,1,オンライン(未確定),Coming Soon…,T3Tue3
23N13,20210556,３年セミナー (3),木村　真希子,1,オンライン(未確定),Coming Soon…,T3Tue3
23N14,20210557,３年セミナー (3),丸山　淳子,1,オンライン(未確定),Coming Soon…,T3Tue3
23P01,20210558,演劇と教育,吉田　真理子,2,オンライン(未確定),Coming Soon…,T3Tue3/T4Tue3
23P02,20210559,代数入門(演習付),松野　一夫・前田　多恵,4,オンライン(未確定),Coming Soon…,T3Tue3/T4Tue3/T3Fri3/T4Fri3
23P03,20210560,教職実践演習(中・高),牛島　順子,2,オンライン(未確定),Coming Soon…,T3Tue3/T4Tue3
23R01,20210561,キリスト教概論(4),中西　恭子,1,オンライン(未確定),Coming Soon…,T4Tue3
23R02,20210562,日本文学(古典文学)(4),木村　朗子,1,オンライン(未確定),Coming Soon…,T4Tue3
23R03,20210563,余暇教育(スポーツと身体スキル),Maja Sori Doval,0.5,オンライン(未確定),Coming Soon…,T4Tue3
23R04,20210564,English III (Lecture)(4),タック川崎　レスリー,1,オンライン(未確定),Coming Soon…,T4Tue3
23R05,20210565,国際経営論(4),木村　有里,1,オンライン(未確定),Coming Soon…,T4Tue3
23R06,20210566,日本研究(少数者の日本近現代史),岡本　真希子,1,オンライン(未確定),Coming Soon…,T4Tue3
23R07,20210567,日本研究(古典文学)(4),木村　朗子,1,オンライン(未確定),Coming Soon…,T4Tue3
23R08,20210568,アルゴリズム b (演習付),新田　善久,2,オンライン(未確定),Coming Soon…,T4Tue3/T4Tue4
23R09,20210569,数理ファイナンス,藤田　岳彦,1,オンライン(未確定),Coming Soon…,T4Tue3
23R10,20210570,国際人口論(4),三澤　健宏,1,オンライン(未確定),Coming Soon…,T4Tue3
23R11,20210571,３年セミナー (4),木村　真希子,1,オンライン(未確定),Coming Soon…,T4Tue3
23R12,20210572,３年セミナー (4),丸山　淳子,1,オンライン(未確定),Coming Soon…,T4Tue3
24A01,20210573,政治学(1),葛西　弘隆,1,オンライン,Coming Soon…,T1Tue4
24A02,20210574,政治学研究(1),葛西　弘隆,1,オンライン,Coming Soon…,T1Tue4
24A03,20210575,情報と社会(1),稲葉　利江子,1,オンライン,Coming Soon…,T1Tue4
24A04,20210576,日本研究演習 (英語) (1),Annette Karseras,1,オンライン,Coming Soon…,T1Tue4
24A05,20210577,動きの教育,Maja Sori Doval,1,オンライン,Coming Soon…,T1Tue4
24A06,20210578,開発経済学(1),森　悠子,1,オンライン,Coming Soon…,T1Tue4
24A07,20210579,EU研究(1),工藤　芽衣,1,オンライン,Coming Soon…,T1Tue4
24A08,20210580,映像コンテンツ制作,青柳　龍也・渡辺　真太郎,1,オンライン,Coming Soon…,T1Tue4
24B01,20210581,情報科学特論 d,中野　美由紀,2,ハイブリッド,Coming Soon…,T1Tue4/T2Tue4
24G01,20210582,くらしと地球環境,渋江　桂子,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G02,20210583,Intensive Listening I,Craig Sisman,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G03,20210584,フランス語 I (演習) a (英),坂井　由加里,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G04,20210585,フランス語 II (講読) B (英),稲村　真実,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G05,20210586,フランス語 II (講読) D (国・多),竹本　研史,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G06,20210587,ドイツ語 I (演習) c (国・多),松鵜　功記,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G07,20210588,ドイツ語 II (講読) B (英),久保山　亮,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G08,20210589,中国語 II (講読) B (英),上西　啓,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G09,20210590,中国語 II (演習) c (英),姚　毅,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G10,20210591,スペイン語 II (講読) F (国・多),中井　博康,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G11,20210592,スペイン語 II (演習) d (国・多),Cristina Cenzano Rosa,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G12,20210593,韓国・朝鮮語 I (文法) B (英),稲毛　恵,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G13,20210594,基礎セミナー,稲垣　善律,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G14,20210595,基礎セミナー,井川　壽子,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G15,20210596,基礎セミナー,John William Cheng,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G16,20210597,基礎セミナー,Jonathan D. Picken,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G17,20210598,Academic Writing II,伊藤　航多,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G18,20210599,Academic Writing II,近藤　ゆう子,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G19,20210600,Academic Writing II,村越　麻子,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G20,20210601,Academic Writing & Presentation III,Keith Ford,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G21,20210602,Academic Writing & Presentation III,Timothy P. Knight,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G22,20210603,４年セミナー,菅　靖子,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G23,20210604,４年セミナー,Joshua Brook Antle,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G24,20210605,音声学,広実　義人,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G25,20210606,異文化コミュニケーション理論,Elizabeth I. Dow,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G26,20210607,１年セミナー,南　諭子,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G27,20210608,１年セミナー,岡本　真希子,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G28,20210609,１年セミナー,朴　正鎮,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G29,20210610,１年セミナー,多賀　吉隆,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G30,20210611,３年セミナー,木村　有里,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G31,20210612,３年セミナー,井上　則子,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G32,20210613,４年セミナー,高垣　マユミ,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G33,20210614,４年セミナー,西川　賢,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G34,20210615,４年セミナー,松嵜　英也,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G35,20210616,４年セミナー,Sookyeong Hong,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G36,20210617,English III (Practice),Chris Burgess,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G37,20210618,English III (Practice),タック川崎　レスリー,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G38,20210619,幾何学 Ｂ,井上　歩,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G39,20210620,４年セミナー / プロジェクト,貞廣　泰造,5,ハイブリッド,Coming Soon…,T1Tue4/T3Tue3/T3Tue4/T4Tue3/T4Tue4
24G40,20210621,メディア４年セミナー,郷路　拓也,3,オンライン,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G41,20210622,英語科指導法 II,齊藤　涼子,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G42,20210623,２年セミナー(ラウンドテーブル),三澤　健宏 / 松山　章子,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G43,20210624,２年セミナー(ラウンドテーブル),松山　章子,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G44,20210625,２年セミナー(ラウンドテーブル),木村　朗子 / 松山　章子,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G45,20210626,２年セミナー(ラウンドテーブル),木村　真希子 / 松山　章子,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G46,20210627,２年セミナー(ラウンドテーブル),川端　浩平 / 松山　章子,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G47,20210628,２年セミナー(ラウンドテーブル),丸山　淳子 / 松山　章子,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24G48,20210629,２年セミナー(ラウンドテーブル),八塚　春名 / 松山　章子,3,ハイブリッド,Coming Soon…,T1Tue4/T3Tue4/T4Tue4
24N01,20210630,政治学(3),葛西　弘隆,1,オンライン(未確定),Coming Soon…,T3Tue4
24N02,20210631,政治学研究(3）,葛西　弘隆,1,オンライン(未確定),Coming Soon…,T3Tue4
24N03,20210632,情報と社会(3),稲葉　利江子,1,オンライン(未確定),Coming Soon…,T3Tue4
24N04,20210633,日本研究演習 (英語) (3),Annette Karseras,1,オンライン(未確定),Coming Soon…,T3Tue4
24N05,20210634,動きの教育,Maja Sori Doval,1,オンライン(未確定),Coming Soon…,T3Tue4
24N06,20210635,Japan Studies in English (Project),北村　文,1,オンライン(未確定),Coming Soon…,T3Tue4
24N07,20210636,開発経済学(3),森　悠子,1,オンライン(未確定),Coming Soon…,T3Tue4
24N08,20210637,貧困問題,丸山　淳子,1,オンライン(未確定),Coming Soon…,T3Tue4
24R01,20210638,政治学(4),葛西　弘隆,1,オンライン(未確定),Coming Soon…,T4Tue4
24R02,20210639,政治学研究(4),葛西　弘隆,1,オンライン(未確定),Coming Soon…,T4Tue4
24R03,20210640,情報と社会(4),稲葉　利江子,1,オンライン(未確定),Coming Soon…,T4Tue4
24R04,20210641,日本研究演習 (英語) (4),Annette Karseras,1,オンライン(未確定),Coming Soon…,T4Tue4
24R05,20210642,動きの教育,Maja Sori Doval,1,オンライン(未確定),Coming Soon…,T4Tue4
24R06,20210643,開発経済学(4),森　悠子,1,オンライン(未確定),Coming Soon…,T4Tue4
25A01,20210644,世界の文学(イギリス),米須　初美,1,オンライン,Coming Soon…,T1Tue5
25A02,20210645,日本研究演習(1),木村　朗子,1,オンライン,Coming Soon…,T1Tue5
25A03,20210646,ウェルネス研究(カウンセリングの基礎),吉村　麻奈美,1,オンライン,Coming Soon…,T1Tue5
25A04,20210647,アメリカ小説 a,相木　裕史,1,オンライン,Coming Soon…,T1Tue5
25A05,20210648,日本語学特殊講義 2,寅丸　真澄,1,オンライン,Coming Soon…,T1Tue5
25A06,20210649,国際経済論(1),澤木　久之,1,オンライン,Coming Soon…,T1Tue5
25A07,20210650,社会思想史(1),竹本　研史,1,オンライン,Coming Soon…,T1Tue5
25A08,20210651,翻訳文化論,齋藤　由美子,1,オンライン,Coming Soon…,T1Tue5
25A09,20210652,社会調査法(1),嶋根　卓也,1,オンライン,Coming Soon…,T1Tue5
25A10,20210653,社会調査法(1),水口　恵美子,1,オンライン,Coming Soon…,T1Tue5
25A11,20210654,センサー入門,金箱　淳一,1,オンライン,Coming Soon…,T1Tue5
25A12,20210655,離散数学 a,貞廣　泰造,1,オンライン,Coming Soon…,T1Tue5
25A13,20210656,コロナ禍に立ち向かう世界 a,北村　文・副島　英樹・田井中　雅人,1,オンライン,Coming Soon…,T1Tue5
25C01,20210657,教職概論,牛島　順子,2,オンライン,Coming Soon…,T1Tue5/T3Tue5
25G01,20210658,ドイツ語 II (講読) C (国・多),松鵜　功記,3,オンライン,Coming Soon…,T1Tue5/T3Tue5/T4Tue5
25G02,20210659,スペイン語 II (演習) c (英),Cristina Cenzano Rosa,3,オンライン,Coming Soon…,T1Tue5/T3Tue5/T4Tue5
25G03,20210660,韓国・朝鮮語 II (講読) B (英),稲毛　恵,3,オンライン,Coming Soon…,T1Tue5/T3Tue5/T4Tue5
25G04,20210661,Academic Writing II,John William Cheng / Soo-Hye Han,3,オンライン,Coming Soon…,T1Tue5/T3Tue5/T4Tue5
25G05,20210662,Oral English II (英),Timothy P. Knight,3,オンライン,Coming Soon…,T1Tue5/T3Tue5/T4Tue5
